MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi,Unnamed: 8.1,Unnamed: 9.1,Standard MM_PSF distributions,sigma_rad_,sigma_azi_,alpha_rad_,alpha_azi_,Unnamed: 15.1,Unnamed: 16.1,Unnamed: 8,Unnamed: 9,Unnamed: 15,Unnamed: 16,m_rad,m_azi,sigma_rad,sigma_azi,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay
428,0,0,1.883274749335011,1.941726667257472,gaussian,0.7038051321796874,0.2748400549436432,,,,,,,,,,,,,,4.489795053848885e-06,5.322542812113601e-05,5e-08,5e-08,0.0021710265733333334,-24.258927698039557,-24.258927698039557,-7.77391399578354e-06,-5.76798341140805e-05,5e-08,5e-08
429,0,0,6.176260736199824,2.338220409003941,gaussian,0.8237877662675132,0.3195878512051674,,,,,,,,,,,,,,3.586016977672436e-06,-6.195428750468889e-05,5e-08,5e-08,0.0020396265066666666,25.03146653651956,25.03146653651956,-5.3333579643706594e-05,3.95782026322896e-05,5e-08,5e-08
430,0,0,1.52208437196815,4.652889581218358,gaussian,0.8209985747259688,0.2881232674897011,,,,,,,,,,,,,,-4.97910455553973e-07,-9.280205466750068e-05,5e-08,5e-08,0.0020396265066666666,16.68764435767973,16.68764435767973,-4.943535920692732e-05,8.705526996550667e-05,5e-08,5e-08
431,0,0,0.9116941099473266,3.497343589931921,gaussian,0.7371170359892484,0.2803971142927268,,,,,,,,,,,,,,8.027119812298629e-07,-1.2035027072775038e-05,5e-08,5e-08,0.0020396265066666666,8.343822178839886,8.343822178839886,2.0221381579770153e-05,2.85240491633884e-05,5e-08,5e-08
432,0,0,5.144969796694939,0.5774648413464364,gaussian,0.6163490637851611,0.2706032468620783,,,,,,,,,,,,,,4.142330742969903e-06,1.5969759060369697e-05,5e-08,5e-08,0.0020396265066666666,5.684341886080802e-14,5.684341886080802e-14,5.706473392875169e-05,2.0528186390775526e-07,5e-08,5e-08
433,0,0,4.103537794602341,2.714865192971237,gaussian,0.8028464734853781,0.2578884848573621,,,,,,,,,,,,,,3.303356622287309e-06,6.505248594346072e-05,5e-08,5e-08,0.0020396265066666666,-8.343822178839815,-8.343822178839815,-6.512776271699026e-05,-4.28264582546857e-05,5e-08,5e-08
434,0,0,4.396278355459837,2.892779821803003,gaussian,0.7772126401970907,0.2438409085852251,,,,,,,,,,,,,,4.203858885803245e-06,7.309336381600402e-05,5e-08,5e-08,0.0020396265066666666,-16.6876443576797,-16.6876443576797,-6.615327026407695e-05,-5.1741027796231894e-05,5e-08,5e-08
435,0,0,4.64997194373834,3.867073871757668,gaussian,0.7937385436156409,0.2682811055645272,,,,,,,,,,,,,,4.134230644474971e-06,4.3580078195068455e-05,5e-08,5e-08,0.0020396265066666666,-25.03146653651953,-25.03146653651953,1.7079441476152046e-06,-5.308783924986738e-05,5e-08,5e-08
436,0,0,5.454358647554631,4.83623425986234,gaussian,0.7737852934558871,0.3780097152566091,,,,,,,,,,,,,,5.755514622189972e-06,-5.876886305626124e-06,5e-08,5e-08,0.0022554929066666667,25.095897602141974,25.095897602141974,-3.182468424364777e-05,-1.2420348963192803e-05,5e-08,5e-08
437,0,0,5.078234662849209,2.724424671382821,gaussian,0.7360961906281142,0.3482999949562777,,,,,,,,,,,,,,-3.43369954314362e-07,-9.10240396676067e-05,5e-08,5e-08,0.0022554929066666667,16.730598401427997,16.730598401427997,-5.389607784095019e-05,8.526786604041332e-05,5e-08,5e-08
438,0,0,4.200157932707808,4.48850517829186,gaussian,0.7636866503234703,0.2776843523223382,,,,,,,,,,,,,,2.2471943345053598e-07,-7.368126449878956e-06,5e-08,5e-08,0.0022554929066666667,8.365299200713977,8.365299200713977,-8.155603082314958e-05,1.1649518950821895e-05,5e-08,5e-08
439,0,0,1.500759286301936,1.450707116703357,gaussian,0.7058748909837058,0.3241992365414877,,,,,,,,,,,,,,4.322402547791239e-06,2.417831612236744e-05,5e-08,5e-08,0.0022554929066666667,1.4210854715202004e-14,1.4210854715202004e-14,2.6723873458350534e-05,-4.884665405288296e-06,5e-08,5e-08
440,0,0,3.731615201359597,3.615889718113926,gaussian,0.8680961050777566,0.2995914271238133,,,,,,,,,,,,,,2.595390418650119e-06,3.318748581701371e-05,5e-08,5e-08,0.0022554929066666667,-8.365299200714006,-8.365299200714006,3.3731644078205774e-05,-2.2483272017060608e-05,5e-08,5e-08
441,0,0,6.800124980578373,3.263990718510621,gaussian,0.8034292058693809,0.2908478065666581,,,,,,,,,,,,,,5.017100964753755e-06,0.00011872867835837267,5e-08,5e-08,0.0022554929066666667,-16.73059840142797,-16.73059840142797,-6.072148412572027e-05,-9.98203171888801e-05,5e-08,5e-08
442,0,0,4.499801275354627,3.793283303805873,gaussian,0.8117593172516424,0.2773624238879426,,,,,,,,,,,,,,1.1907083528906821e-06,2.6370439655532056e-05,5e-08,5e-08,0.0022554929066666667,-25.09589760214199,-25.09589760214199,6.335076575402705e-05,-6.34975540399143e-05,5e-08,5e-08
443,0,0,7.519292021103285,5.857980063280928,gaussian,0.8139595086452232,0.2193821516637866,,,,,,,,,,,,,,-2.250295109700633e-06,-4.731188668327181e-05,5e-08,5e-08,0.0024684620533333332,25.14921397944846,25.14921397944846,-3.7585954002833505e-05,3.227349983676422e-05,5e-08,5e-08
444,0,0,2.790842470143286,4.666846377040556,gaussian,0.7942960054039244,0.2896053246406153,,,,,,,,,,,,,,-6.595053956843701e-06,-6.167710964211029e-05,5e-08,5e-08,0.0024684620533333332,16.76614265296564,16.76614265296564,-1.3389397032408144e-05,6.877692492613196e-05,5e-08,5e-08
445,0,0,4.841039991590248,3.395546560929279,gaussian,0.7987699599044561,0.2796449758606455,,,,,,,,,,,,,,2.557569125883385e-07,-5.8011712369010397e-05,5e-08,5e-08,0.0024684620533333332,8.38307132648282,8.38307132648282,-1.9335380454941692e-06,7.749566172791125e-05,5e-08,5e-08
446,0,0,5.103243492848099,2.548046753570603,gaussian,0.789185831929719,0.2515881624306966,,,,,,,,,,,,,,-3.8747063645158085e-06,3.8332177128539814e-05,5e-08,5e-08,0.0024684620533333332,5.684341886080802e-14,5.684341886080802e-14,2.7218555339147e-05,-1.5997078664693452e-05,5e-08,5e-08
447,0,0,4.871176328998843,2.705176741613083,gaussian,0.7079283921747185,0.304359086404543,,,,,,,,,,,,,,4.015086870965639e-06,3.285696271001592e-05,5e-08,5e-08,0.0024684620533333332,-8.383071326482806,-8.383071326482806,-2.3146152527111897e-05,-1.0996947663553563e-05,5e-08,5e-08
448,0,0,4.773465694971842,4.431441720386561,gaussian,0.7984455292199529,0.3251921327414246,,,,,,,,,,,,,,-3.197538222423441e-06,8.699077713383112e-05,5e-08,5e-08,0.0024684620533333332,-16.766142652965556,-16.766142652965556,5.3971328032361435e-05,-9.949707319670588e-05,5e-08,5e-08
449,0,0,3.744678108050682,3.948224402312479,gaussian,0.8049861649937714,0.3223715641853441,,,,,,,,,,,,,,-7.587208160773956e-07,1.66291121381598e-05,5e-08,5e-08,0.0024684620533333332,-25.149213979448476,-25.149213979448476,-2.2605363244016976e-05,-1.1205143025828923e-05,5e-08,5e-08
450,0,0,2.200660387581045,2.775050464982773,gaussian,0.6627414162848005,0.2737889509357693,,,,,,,,,,,,,,-3.001808130754668e-06,2.5989067168133537e-06,5e-08,5e-08,0.0022760520066666665,25.718475763071893,25.718475763071893,-1.8760246855543483e-07,-2.083420848149401e-06,5e-08,5e-08
451,0,0,3.907389271243092,2.971366872231069,gaussian,0.8883700534513052,0.3062896901435127,,,,,,,,,,,,,,-2.4473337772747346e-06,-4.664678188201267e-05,5e-08,5e-08,0.0022760520066666665,18.370339830765644,18.370339830765644,4.496219296422921e-05,7.404181721051747e-05,5e-08,5e-08
452,0,0,4.858784702276256,3.351344968770082,gaussian,0.7451289594873115,0.2494217833316217,,,,,,,,,,,,,,3.06203561239735e-06,-9.248894770111661e-05,5e-08,5e-08,0.0022760520066666665,11.022203898459395,11.022203898459395,-7.831729889810988e-05,0.00010056856064334284,5e-08,5e-08
453,0,0,0.9230163334557545,1.615390185915821,gaussian,0.7016193975796523,0.2681722311203498,,,,,,,,,,,,,,4.661843617002931e-06,3.185796099967047e-05,5e-08,5e-08,0.0022760520066666665,3.6740679661531885,3.6740679661531885,-5.3015355774235776e-05,-9.37565802755503e-06,5e-08,5e-08
454,0,0,3.724222208641792,1.954297491455549,gaussian,0.8974277106079799,0.3138864251605748,,,,,,,,,,,,,,5.436213711416096e-06,5.555118359372823e-07,5e-08,5e-08,0.0022760520066666665,-3.6740679661530606,-3.6740679661530606,9.480035504053728e-06,2.46157187724258e-05,5e-08,5e-08
455,0,0,3.862590441144865,2.946665261070922,gaussian,0.722048793647543,0.2917360265989019,,,,,,,,,,,,,,3.968083367015913e-07,7.651750586924273e-05,5e-08,5e-08,0.0022760520066666665,-11.022203898459324,-11.022203898459324,7.391186391252692e-05,-7.132118842010596e-05,5e-08,5e-08
456,0,0,4.442850818046439,2.21094048555496,gaussian,0.6350557057345763,0.3291585996954852,,,,,,,,,,,,,,2.3304044486442107e-06,0.00010715684841096633,5e-08,5e-08,0.0022760520066666665,-18.370339830765573,-18.370339830765573,-8.973566752737256e-05,-7.424170958454819e-05,5e-08,5e-08
457,0,0,2.150799684373899,3.622668384509588,gaussian,0.7154746305456928,0.2706295446693443,,,,,,,,,,,,,,-4.929124101019527e-06,1.0104538695205275e-05,5e-08,5e-08,0.0022760520066666665,-25.718475763071865,-25.718475763071865,-5.707033707035745e-05,1.5703044242887208e-05,5e-08,5e-08
458,0,0,1.715605913690375,3.076736045227813,gaussian,0.8105860118627455,0.3198352405207273,,,,,,,,,,,,,,1.5345493016228778e-06,-5.845894708023971e-06,5e-08,5e-08,0.0024343357733333337,25.75719081890182,25.75719081890182,1.984900446808793e-05,2.081689536377055e-05,5e-08,5e-08
459,0,0,0.6228689079886977,4.697939455623523,gaussian,0.811066277797208,0.2867180634708465,,,,,,,,,,,,,,-1.535274446577723e-06,-0.00011116804348198286,5e-08,5e-08,0.0024343357733333337,18.397993442072746,18.397993442072746,3.2161223664961924e-05,0.0001419714175962329,5e-08,5e-08
460,0,0,1.990612631760124,5.304531385576351,gaussian,0.6918638000912287,0.3293211346968556,,,,,,,,,,,,,,-4.941013245637079e-06,-3.707196498788375e-05,5e-08,5e-08,0.0024343357733333337,11.038796065243616,11.038796065243616,1.7154729185135655e-06,6.299946912996076e-05,5e-08,5e-08
461,0,0,2.153192402717644,6.765393203295858,gaussian,0.9239101804968639,0.2736059411902091,,,,,,,,,,,,,,-5.113428950721575e-07,4.4230298494724225e-06,5e-08,5e-08,0.0024343357733333337,3.679598688414501,3.679598688414501,-3.521623882851124e-05,2.2427886850182078e-05,5e-08,5e-08
462,0,0,1.702355956913272,6.37446448641052,gaussian,0.7601860349930861,0.3174224151924701,,,,,,,,,,,,,,-2.97136439780038e-06,1.5341619069914185e-05,5e-08,5e-08,0.0024343357733333337,-3.679598688414572,-3.679598688414572,8.778454115167878e-05,7.863879153716312e-06,5e-08,5e-08
463,0,0,2.988403615864722,2.922202880489966,gaussian,0.7645207377921883,0.3077497982692164,,,,,,,,,,,,,,-5.313041596471903e-06,9.222599240232062e-05,5e-08,5e-08,0.0024343357733333337,-11.038796065243645,-11.038796065243645,-4.40550486072535e-05,-6.115275113659217e-05,5e-08,5e-08
464,0,0,3.454915825022221,5.975171463158012,gaussian,0.8702516397265037,0.3382862689998462,,,,,,,,,,,,,,-9.942113744376936e-07,8.331399297557794e-05,5e-08,5e-08,0.0024343357733333337,-18.397993442072718,-18.397993442072718,4.8268925987698485e-05,-9.093993561196267e-05,5e-08,5e-08
465,0,0,2.9929040655497,6.250969800549149,gaussian,0.8026203606285021,0.2855247597550824,,,,,,,,,,,,,,-2.700047905852708e-06,7.046247515820777e-05,5e-08,5e-08,0.0024343357733333337,-25.757190818901833,-25.757190818901833,6.927894463808304e-05,-0.00010851565503160288,5e-08,5e-08
466,0,0,3.736263517906341,5.242945470250935,gaussian,0.8566733607751232,0.3339244537118828,,,,,,,,,,,,,,-7.312660978157158e-08,-5.937251508348681e-05,5e-08,5e-08,0.0025734775266666667,25.790646912122767,25.790646912122767,-0.00010922565823188667,1.8769291783851085e-05,5e-08,5e-08
467,0,0,1.437343647773941,4.945654331386084,gaussian,0.8234380222486734,0.2832010466640801,,,,,,,,,,,,,,1.754037411257282e-06,-7.533567512071389e-05,5e-08,5e-08,0.0025734775266666667,18.42189065151625,18.42189065151625,-1.4028371668667765e-05,8.906187201981845e-05,5e-08,5e-08
468,0,0,5.826608155426557,2.729700036733062,gaussian,0.7728854157540695,0.2642716694709522,,,,,,,,,,,,,,7.244096590959704e-06,-2.0974355274764387e-05,5e-08,5e-08,0.0025734775266666667,11.053134390909776,11.053134390909776,-4.728897271641538e-06,4.689350551508107e-05,5e-08,5e-08
469,0,0,3.482404444581816,3.976884187170275,gaussian,0.7713231548977357,0.2668919475238249,,,,,,,,,,,,,,5.588384696591292e-06,4.8778579753880536e-05,5e-08,5e-08,0.0025734775266666667,3.6843781303032443,3.6843781303032443,-5.070640460921577e-05,-2.0821701786937962e-05,5e-08,5e-08
470,0,0,3.245768627459919,4.829895398430752,gaussian,0.8185546205270269,0.3302245020462861,,,,,,,,,,,,,,-6.541162714837043e-06,-2.961303595577034e-05,5e-08,5e-08,0.0025734775266666667,-3.6843781303032728,-3.6843781303032728,-4.477196089039205e-05,6.366899715630463e-05,5e-08,5e-08
471,0,0,4.887120777672496,2.127461523315499,gaussian,0.6502841313201948,0.2760039715385822,,,,,,,,,,,,,,-5.270823384694397e-06,0.00011270431302014196,5e-08,5e-08,0.0025734775266666667,-11.053134390909804,-11.053134390909804,-0.0001977026590370977,-5.014651828073895e-05,5e-08,5e-08
472,0,0,2.550832182285289,4.691108054578605,gaussian,0.6823716304654682,0.3126031297683645,,,,,,,,,,,,,,-3.6889520679042086e-06,5.505196258265078e-05,5e-08,5e-08,0.0025734775266666667,-18.42189065151632,-18.42189065151632,-9.658166965337313e-05,-1.2238385866554387e-05,5e-08,5e-08
473,0,0,1.169503276156946,0.854590147974508,gaussian,0.7246956787248391,0.2945277804575771,,,,,,,,,,,,,,-3.308154791363124e-06,6.371449282330718e-05,5e-08,5e-08,0.0025734775266666667,-25.790646912122853,-25.790646912122853,1.3746095885281862e-05,-7.281520099003008e-05,5e-08,5e-08
474,0,0,0.5876986497975516,2.180523846282257,gaussian,0.808953020376069,0.2865301628643214,,,,,,,,,,,,,,5.49251597472575e-06,-2.525396385358839e-05,5e-08,5e-08,0.002362368379259259,26.229686287521716,26.229686287521716,2.17198896674671e-05,4.531284721934683e-05,5e-08,5e-08
475,0,0,5.884006472843264,1.747519638865838,gaussian,0.7755882300615321,0.3161187809410472,,,,,,,,,,,,,,-9.180903140227952e-07,-7.238615196393969e-05,5e-08,5e-08,0.002362368379259259,19.67226471564129,19.67226471564129,-0.00010953740113124749,4.975723010004112e-05,5e-08,5e-08
476,0,0,0.3074186276711983,3.297040715979212,gaussian,0.6527454095396562,0.2956508600576351,,,,,,,,,,,,,,-4.206666983457868e-06,-7.778452177947252e-05,5e-08,5e-08,0.002362368379259259,13.114843143760865,13.114843143760865,-8.579864190587248e-06,9.955923401394378e-05,5e-08,5e-08
477,0,0,2.334946941858139,4.132903018292537,gaussian,0.7177294612161574,0.3042673384906997,,,,,,,,,,,,,,-8.685975115302254e-06,-2.9950836573276127e-05,5e-08,5e-08,0.002362368379259259,6.55742157188044,6.55742157188044,1.2926065593419808e-05,6.170502575798217e-05,5e-08,5e-08
478,0,0,3.206201936394449,0.2059703287242853,gaussian,0.7272700589834512,0.3080208880574384,,,,,,,,,,,,,,3.9732168127054445e-06,-2.730913893013543e-05,5e-08,5e-08,0.002362368379259259,1.4210854715202004e-14,1.4210854715202004e-14,3.4004856653853047e-05,5.952878583596024e-05,5e-08,5e-08
479,0,0,2.656306588930855,4.060283288288421,gaussian,0.7319131877204629,0.2691940252024641,,,,,,,,,,,,,,2.9359968579153917e-06,4.5657909008926555e-05,5e-08,5e-08,0.002362368379259259,-6.557421571880468,-6.557421571880468,-8.578968400813151e-05,-6.427968652246768e-06,5e-08,5e-08
480,0,0,6.128516310151277,2.580105597550997,gaussian,0.7224318522714956,0.2930994797682985,,,,,,,,,,,,,,7.404818923149899e-06,0.00013796593943657132,5e-08,5e-08,0.002362368379259259,-13.114843143760893,-13.114843143760893,-9.113001967039379e-05,-9.870203032965203e-05,5e-08,5e-08
481,0,0,3.562358456667182,3.612115816416139,gaussian,0.8011853843441984,0.2786218067233732,,,,,,,,,,,,,,2.2394932130050883e-06,0.00010219114822077306,5e-08,5e-08,0.002362368379259259,-19.672264715641276,-19.672264715641276,-3.400840921142111e-05,-8.492641138818703e-05,5e-08,5e-08
482,0,0,3.7772978608619,2.94818937052372,gaussian,0.7118367383011365,0.2995865710544336,,,,,,,,,,,,,,4.260237219645465e-06,9.554317553870028e-05,5e-08,5e-08,0.002362368379259259,-26.22968628752176,-26.22968628752176,-2.722551468651258e-05,-8.764524941445463e-05,5e-08,5e-08
483,0,0,2.160213076191024,3.934526128232324,gaussian,0.8147349736526684,0.2814715468177204,,,,,,,,,,,,,,4.418530448975668e-07,-1.7009806334778626e-05,5e-08,5e-08,0.00245434197037037,26.255802697162025,26.255802697162025,-6.064625678595695e-05,-1.3879585826325747e-05,5e-08,5e-08
484,0,0,4.062744663552899,4.703576347404048,gaussian,0.7751843783354314,0.2681155291536467,,,,,,,,,,,,,,-8.626021444634141e-06,-9.689668765441388e-05,5e-08,5e-08,0.00245434197037037,19.6918520228715,19.6918520228715,-7.766117917827474e-05,7.645143577291908e-05,5e-08,5e-08
485,0,0,2.274453823652731,5.102142751037988,gaussian,0.8442246086162443,0.283490524238932,,,,,,,,,,,,,,-4.1207800620793554e-06,-6.176960714858256e-05,5e-08,5e-08,0.00245434197037037,13.127901348581034,13.127901348581034,-0.0001319340861180762,4.539212979500741e-05,5e-08,5e-08
486,0,0,1.548449065427811,2.523867931974174,gaussian,0.7222103667941254,0.2447410019852132,,,,,,,,,,,,,,-2.887762751977009e-06,-9.035302027574852e-05,5e-08,5e-08,0.00245434197037037,6.563950674290524,6.563950674290524,0.00014399476693536238,0.00013395663379151107,5e-08,5e-08
487,0,0,2.745352714756818,2.255890989373315,gaussian,0.7568194067361133,0.2661152135573744,,,,,,,,,,,,,,-1.5172605972443129e-06,-2.089300518074472e-05,5e-08,5e-08,0.00245434197037037,1.4210854715202004e-14,1.4210854715202004e-14,-8.26495414733663e-06,5.249171805953761e-05,5e-08,5e-08
488,0,0,3.903560083074331,4.768100726794755,gaussian,0.7322581063313833,0.301476070323318,,,,,,,,,,,,,,4.881785619822131e-06,0.0001119890145497233,5e-08,5e-08,0.00245434197037037,-6.563950674290496,-6.563950674290496,-7.004865821577551e-05,-7.863849839382773e-05,5e-08,5e-08
489,0,0,1.052340059762358,1.395694430059765,gaussian,0.7662920297857813,0.2703023587784882,,,,,,,,,,,,,,3.984201745162516e-07,5.976862578521621e-05,5e-08,5e-08,0.00245434197037037,-13.127901348580963,-13.127901348580963,2.2646481114998823e-05,-5.41170647621289e-05,5e-08,5e-08
490,0,0,2.502566505814419,2.220438411230275,gaussian,0.7245244353165065,0.3190826164389482,,,,,,,,,,,,,,4.144238091680548e-07,5.752359999367288e-05,5e-08,5e-08,0.00245434197037037,-19.691852022871473,-19.691852022871473,-2.6519839995353725e-05,-5.029276413581453e-05,5e-08,5e-08
491,0,0,4.096656956961987,0.2620152197811303,gaussian,0.8986059562946993,0.3388118789844519,,,,,,,,,,,,,,-4.800243274204126e-07,3.272764702323858e-05,5e-08,5e-08,0.00245434197037037,-26.25580269716201,-26.25580269716201,-1.5194153124745331e-05,-3.191942267843687e-05,5e-08,5e-08
492,0,0,4.854176784757027,6.838255243793506,gaussian,0.7398039900278375,0.2454007791089478,,,,,,,,,,,,,,6.326016551848707e-06,1.8138662766817117e-05,5e-08,5e-08,0.002535881662222222,26.27897195715724,26.27897195715724,3.7292685320088737e-06,-2.0984449870601577e-05,5e-08,5e-08
493,0,0,3.935311541941998,1.856793452324373,gaussian,0.6973870688774534,0.3185670381512118,,,,,,,,,,,,,,9.182488921482194e-06,-0.00012543164297066893,5e-08,5e-08,0.002535881662222222,19.709228967867944,19.709228967867944,-5.061559507394568e-05,0.0001208234356866938,5e-08,5e-08
494,0,0,4.559187965977992,2.03757286510946,gaussian,0.8003232495719086,0.3104477188460381,,,,,,,,,,,,,,-5.161241526574362e-06,-0.0001386022403925124,5e-08,5e-08,0.002535881662222222,13.139485978578648,13.139485978578648,-8.669747856821781e-05,0.00013857683947840434,5e-08,5e-08
495,0,0,3.928822151060702,4.961510453195225,gaussian,0.684725814553713,0.2902498654025897,,,,,,,,,,,,,,6.179092810324515e-06,-8.293382047762218e-05,5e-08,5e-08,0.002535881662222222,6.569742989289352,6.569742989289352,-9.502648785772027e-05,9.974744452186179e-05,5e-08,5e-08
496,0,0,2.976762475250197,1.098737067895972,gaussian,0.6728714974039245,0.2574512694514142,,,,,,,,,,,,,,-2.825559547795724e-06,-2.757070828275589e-05,5e-08,5e-08,0.002535881662222222,5.684341886080802e-14,5.684341886080802e-14,-5.456947769090889e-05,5.861941614031321e-05,5e-08,5e-08
497,0,0,3.466503221620293,3.63914044009395,gaussian,0.7753092245910489,0.2928289229479237,,,,,,,,,,,,,,3.514972016516561e-06,3.3469312686305736e-05,5e-08,5e-08,0.002535881662222222,-6.569742989289281,-6.569742989289281,4.651265518402394e-05,-1.2155853584489583e-05,5e-08,5e-08
498,0,0,2.613494527555125,2.411464119972087,gaussian,0.8123069966492559,0.2662139004301684,,,,,,,,,,,,,,3.940317453177243e-06,5.857943145906075e-05,5e-08,5e-08,0.002535881662222222,-13.139485978578577,-13.139485978578577,-2.4687685156769806e-05,-3.82415464510205e-05,5e-08,5e-08
499,0,0,4.140626298472879,2.036136063770916,gaussian,0.7883747200664887,0.2654606757906013,,,,,,,,,,,,,,-1.953019201955271e-06,7.521069144208262e-05,5e-08,5e-08,0.002535881662222222,-19.70922896786786,-19.70922896786786,4.405292412475193e-05,-9.004640394335137e-05,5e-08,5e-08
500,0,0,2.990425803769293,2.895537205292123,gaussian,0.7698835003229039,0.2930309410235777,,,,,,,,,,,,,,-4.8976827526930684e-06,8.623012994100084e-05,5e-08,5e-08,0.002535881662222222,-26.27897195715714,-26.27897195715714,-0.0001256014407903103,-3.65567061807947e-05,5e-08,5e-08
501,0,0,2.253366495840436,5.627315219717699,gaussian,0.8927546640776889,0.2982768401945817,,,,,,,,,,,,,,3.2390601829942047e-06,6.094964486718308e-06,5e-08,5e-08,0.0011432763066666666,-39.095299338642434,-39.095299338642434,5.920345394764775e-06,-1.595328767124486e-05,5e-08,5e-08
502,0,0,4.558817972189416,3.122708889337778,gaussian,0.6038669810522562,0.257456021433888,,,,,,,,,,,,,,-3.3334982828143335e-06,-9.380398199252787e-06,5e-08,5e-08,0.0011432763066666666,-53.031766446214135,-53.031766446214135,7.6096830707131754e-06,4.098578036826093e-06,5e-08,5e-08
503,0,0,4.634233652686058,0.05147899997984765,gaussian,0.7209133172032536,0.2597660515347071,,,,,,,,,,,,,,-1.057842444905945e-05,1.9991933438819406e-05,5e-08,5e-08,0.0011432763066666666,-66.96823355378586,-66.96823355378586,-2.0727718814334037e-05,-4.099064502523769e-06,5e-08,5e-08
504,0,0,2.647937100903853,1.415743422346694,gaussian,0.7141140387471063,0.2671273347708512,,,,,,,,,,,,,,-5.434125503892481e-07,4.3509006312708265e-06,5e-08,5e-08,0.0011432763066666666,-80.90470066135757,-80.90470066135757,-5.360393063558128e-06,-9.942480306425184e-06,5e-08,5e-08
505,0,0,1.981475439763817,5.038372481420304,gaussian,0.6406557618620916,0.2401467385290627,,,,,,,,,,,,,,5.56918784916642e-06,7.587020688631572e-06,5e-08,5e-08,0.0016374245533333333,-38.747727037131426,-38.747727037131426,1.1279011433458074e-06,-1.3193830234655963e-05,5e-08,5e-08
506,0,0,1.778370832146914,2.919254770645586,gaussian,0.7719106751802963,0.289605557461551,,,,,,,,,,,,,,4.179992912005982e-06,-1.10181297461497e-05,5e-08,5e-08,0.0016374245533333333,-52.91590901237714,-52.91590901237714,1.1508293906150437e-05,3.2806350107184865e-06,5e-08,5e-08
507,0,0,4.209190000321739,4.671998193362118,gaussian,0.7699850736848692,0.272449214203681,,,,,,,,,,,,,,-4.22815395803108e-06,4.015054240194646e-06,5e-08,5e-08,0.0016374245533333333,-67.08409098762289,-67.08409098762289,-2.8330371610970114e-06,-1.9531364773673405e-06,5e-08,5e-08
508,0,0,3.987005881301169,0.9301357146595461,gaussian,0.6874194528671209,0.2952140903523601,,,,,,,,,,,,,,1.0607374694081218e-05,1.0159628298498202e-05,5e-08,5e-08,0.0016374245533333333,-81.25227296286855,-81.25227296286855,-1.629432196457181e-05,2.6570826439109426e-05,5e-08,5e-08
509,0,0,3.339052775791548,2.852255900894821,gaussian,0.8523084216833481,0.2574221854305515,,,,,,,,,,,,,,3.057971537397512e-06,-5.73731492429997e-06,5e-08,5e-08,0.0021275755199999997,-38.52460635891305,-38.52460635891305,1.1996342840158013e-05,-2.314509706577429e-06,5e-08,5e-08
510,0,0,2.013108561666551,3.361607466904478,gaussian,0.7867209188742096,0.3008477311828077,,,,,,,,,,,,,,-3.450277030373449e-06,-1.1800450553865273e-05,5e-08,5e-08,0.0021275755199999997,-52.841535452971016,-52.841535452971016,7.088025514737335e-06,1.5666097071015013e-05,5e-08,5e-08
511,0,0,2.284713403790841,5.044507611959658,gaussian,0.8946019199834441,0.3093621382273801,,,,,,,,,,,,,,9.13739075292185e-07,2.7907763868939706e-05,5e-08,5e-08,0.0021275755199999997,-67.15846454702898,-67.15846454702898,-8.67073092760964e-06,-4.159505695263618e-05,5e-08,5e-08
512,0,0,2.940492190200214,3.681276565262948,gaussian,0.7197834209340889,0.2327902869029828,,,,,,,,,,,,,,-3.702957901670531e-06,3.496143168865262e-05,5e-08,5e-08,0.0021275755199999997,-81.47539364108692,-81.47539364108692,-3.4877907027789036e-05,-2.243241393463664e-06,5e-08,5e-08
513,0,0,2.266446549996774,3.961049653382783,gaussian,0.7959963984335402,0.352870724240375,,,,,,,,,,,,,,1.816055363548354e-07,-3.1856364409682213e-05,5e-08,5e-08,0.001983757104,-36.927163944495476,-36.927163944495476,-2.7220475672300634e-05,6.144009834366444e-05,5e-08,5e-08
514,0,0,3.820997508954087,0.625457200791195,gaussian,0.7691279954552513,0.3561319562109972,,,,,,,,,,,,,,1.6453022592459908e-06,1.298862946608469e-05,5e-08,5e-08,0.001983757104,-48.46358197224774,-48.46358197224774,1.585380216588018e-05,-3.1023897747825546e-05,5e-08,5e-08
515,0,0,4.276842450244804,6.314432671600257,gaussian,0.7485928722329834,0.2791261667002135,,,,,,,,,,,,,,4.379947121741594e-06,-2.661980071573264e-07,5e-08,5e-08,0.001983757104,-59.99999999999997,-59.99999999999997,-2.087922674843685e-05,4.8735222928852976e-05,5e-08,5e-08
516,0,0,3.476386881580966,1.436989970890708,gaussian,0.7630920836616562,0.3053569826859626,,,,,,,,,,,,,,3.7484891211877766e-06,2.9652909317151985e-05,5e-08,5e-08,0.001983757104,-71.53641802775229,-71.53641802775229,-2.075629320210749e-05,-1.7326085812892755e-05,5e-08,5e-08
517,0,0,4.935844230407509,0.7229887745887138,gaussian,0.928396263039123,0.2662510681283518,,,,,,,,,,,,,,4.826109727295891e-06,1.970740524849649e-05,5e-08,5e-08,0.001983757104,-83.07283605550452,-83.07283605550452,-2.1244062872748825e-05,1.952900749957886e-05,5e-08,5e-08
